,
2Nested-2.bpl ,1879.235
2Nested_false-termination_true-valid-meafety.bpl ,3228.998
4NestedWith3Variables-2.bpl ,1286.248
a.09_assume.bpl ,1291.093
a.09_assume_false-no-overflow.bpl ,1278.793
AliasDarteFeautrierGonnord-SAS2010-exmini.bpl ,1017.829
AliasDarteFeautrierGonnord-SAS2010-terminate.bpl ,1026.604
b.03_assume.bpl ,972.263
b.03_assume_false-no-overflow.bpl ,1032.065
b.03-no-inv_assume.bpl ,13.863
b.04.bpl ,1372.716
Bangalore-1.bpl ,13.478
Bangalore-2.bpl ,13.454
Bangalore_v2.bpl ,13.747
Bangalore_v3.bpl ,13.656
Bangalore_v4.bpl ,13.488
Benghazi_nondet-1.bpl ,1068.219
Cairo.bpl ,2217.142
Cairo_step2-2.bpl ,2227.827
ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl ,1793.853
ChenFlurMukhopadhyay-SAS2012-Ex2.02.bpl ,3440.72
ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl ,836.428
ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl ,1977.754
ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl ,47.821
ChenFlurMukhopadhyay-SAS2012-Ex2.11.bpl ,4503.186
ChenFlurMukhopadhyay-SAS2012-Ex2.12.bpl ,14.565
ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl ,1627.198
ChenFlurMukhopadhyay-SAS2012-Ex2.14.bpl ,14.058
ChenFlurMukhopadhyay-SAS2012-Ex2.15.bpl ,13.499
ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl ,1748.936
ChenFlurMukhopadhyay-SAS2012-Ex3.01.bpl ,4346.561
ChenFlurMukhopadhyay-SAS2012-Ex3.02.bpl ,14.286
ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl ,5102.391
ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl ,5237.122
ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl ,3166.57
ChenFlurMukhopadhyay-SAS2012-Ex4.01.bpl ,993.709
ColonSipma-TACAS2001-Fig1.bpl ,1022.144
ComplInterv_false-no-overflow_false-termination.bpl ,2012.442
ConvLower.bpl ,15.673
CookSeeZuleger-TACAS2013-Fig8a.bpl ,2049.448
CookSeeZuleger-TACAS2013-Fig8a-modified.bpl ,2983.314
CookSeeZuleger-TACAS2013-Fig8b.bpl ,15.11
Copenhagen.bpl ,1203.412
Copenhagen_disj-1.bpl ,5405.282
Cousot_false-no-overflow_false-termination.bpl ,3950.076
DoubleNeg_false-no-overflow_false-termination.bpl ,5223.461
Even_false-no-overflow_false-termination.bpl ,4207.259
Ex01_false-no-overflow_false-termination.bpl ,1966.309
Ex02.bpl ,13.744
Ex04_false-no-overflow_false-termination.bpl ,2209.563
Ex07.bpl ,17.3
GulavaniGulwani-CAV2008-Fig1a.bpl ,1133.553
GulavaniGulwani-CAV2008-Fig1c.bpl ,1539.06
Hanoi_2vars.bpl ,3155.436
Hanoi_3vars.bpl ,5544.708
Hanoi_plus.bpl ,3770.808
LeikeHeizmann-TACAS2014-Ex1.bpl ,72.339
LeikeHeizmann-TACAS2014-Ex9.bpl ,755.46
LeikeHeizmann-TACAS2014-Fig1.bpl ,1771.294
LeikeHeizmann-WST2014-Ex5.bpl ,4557.973
LeikeHeizmann-WST2014-Ex6.bpl ,3521.798
Marbie1_false-no-overflow_false-termination.bpl ,1975.701
Marbie2_false-no-overflow_false-termination.bpl ,2225.597
Masse-VMCAI2014-Ex6.bpl ,2903.706
Middle_false-no-overflow_false-termination.bpl ,4826.733
NonTermination1.bpl ,1942.409
NonTerminationSimple2.bpl ,1956.778
NonTerminationSimple3.bpl ,13.509
Overflow_false-no-overflow_true-termination.bpl ,2230.37
Parallel.bpl ,3172.144
PastaA10.bpl ,3208.413
PastaA4.bpl ,1061.436
PastaA5_false-no-overflow_true-termination.bpl ,1064.204
PastaA6_false-no-overflow_true-termination.bpl ,1500.255
PastaA7.bpl ,3127.217
PastaA8_false-no-overflow_true-termination.bpl ,1009.228
PastaB11_false-no-overflow_true-termination.bpl ,868.598
PastaB1.bpl ,1043.206
PastaB2.bpl ,985.85
PastaB4.bpl ,1394.392
PastaB6.bpl ,47.527
PastaB7.bpl ,2844.09
PastaC3.bpl ,4458.332
PastaC7.bpl ,66.594
PastaC7_false-no-overflow.bpl ,99.185
PodelskiRybalchenko-TACAS2011-Fig1.bpl ,50.771
Sunset.bpl ,1971.961
TrueDiv_false-no-overflow_false-termination.bpl ,1963.775
Urban-WST2013-Fig1.bpl ,13.879
Waldkirch.bpl ,50.644
WhileDecr.bpl ,47.698
WhileIncr_false-no-overflow_false-termination.bpl ,2021.423
WhileIncrPart_false-no-overflow_false-termination.bpl ,1645.536
WhilePart.bpl ,13.916
WhileSingle.bpl ,13.854
WhileTrueInc_false-no-overflow_false-termination.bpl ,2223.851
,167019.123
