,
Time For ../C_Boogies/2Nested-2,455.581
Time For ../C_Boogies/2Nested_false-termination_true-valid-meafety,2664.404
Time For ../C_Boogies/4NestedWith3Variables-2,2540.774
Time For ../C_Boogies/a.09_assume,61.685
Time For ../C_Boogies/a.09_assume_false-no-overflow,61.36
Time For ../C_Boogies/AliasDarteFeautrierGonnord-SAS2010-exmini,3374.746
Time For ../C_Boogies/AliasDarteFeautrierGonnord-SAS2010-terminate,3443.305
Time For ../C_Boogies/b.03_assume,117.608
Time For ../C_Boogies/b.03_assume_false-no-overflow,949.466
Time For ../C_Boogies/b.03-no-inv_assume,9.028
Time For ../C_Boogies/b.04,67.616
Time For ../C_Boogies/Bangalore-1,8.779
Time For ../C_Boogies/Bangalore-2,9.018
Time For ../C_Boogies/Bangalore_v2,8.697
Time For ../C_Boogies/Bangalore_v3,8.712
Time For ../C_Boogies/Bangalore_v4,8.708
Time For ../C_Boogies/Benghazi_nondet-1,714.331
Time For ../C_Boogies/Cairo,2745.264
Time For ../C_Boogies/Cairo_step2-2,2710.591
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.01,551.351
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.02,2360.97
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.07,56.872
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.08,1032.536
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.10,54.994
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.11,2584.645
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.12,9.297
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.14,9.002
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.15,8.717
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex2.16,2069.914
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex3.01,2561.635
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex3.02,9.639
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex3.03,583.135
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex3.04,443.182
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex3.05,441.572
Time For ../C_Boogies/ChenFlurMukhopadhyay-SAS2012-Ex4.01,998.597
Time For ../C_Boogies/ColonSipma-TACAS2001-Fig1,3399.799
Time For ../C_Boogies/ComplInterv_false-no-overflow_false-termination,2722.51
Time For ../C_Boogies/ConvLower,8.966
Time For ../C_Boogies/CookSeeZuleger-TACAS2013-Fig1,7.133
Time For ../C_Boogies/CookSeeZuleger-TACAS2013-Fig8a,2855.036
Time For ../C_Boogies/CookSeeZuleger-TACAS2013-Fig8a-modified,3045.433
Time For ../C_Boogies/CookSeeZuleger-TACAS2013-Fig8b,9.662
Time For ../C_Boogies/Copenhagen,63.641
Time For ../C_Boogies/Copenhagen_disj-1,3973.48
Time For ../C_Boogies/Cousot_false-no-overflow_false-termination,3492.918
Time For ../C_Boogies/DoubleNeg_false-no-overflow_false-termination,2402.348
Time For ../C_Boogies/Even_false-no-overflow_false-termination,3253.273
Time For ../C_Boogies/Ex01_false-no-overflow_false-termination,1632.176
Time For ../C_Boogies/Ex02,8.893
Time For ../C_Boogies/Ex04_false-no-overflow_false-termination,2745.338
Time For ../C_Boogies/Ex07,10.562
Time For ../C_Boogies/GulavaniGulwani-CAV2008-Fig1a,2802.008
Time For ../C_Boogies/GulavaniGulwani-CAV2008-Fig1c,127.204
Time For ../C_Boogies/Hanoi_2vars,2420.807
Time For ../C_Boogies/Hanoi_3vars,2961.924
Time For ../C_Boogies/Hanoi_plus,2689.649
Time For ../C_Boogies/LeikeHeizmann-TACAS2014-Ex1,56.512
Time For ../C_Boogies/LeikeHeizmann-TACAS2014-Ex9,37.547
Time For ../C_Boogies/LeikeHeizmann-TACAS2014-Fig1,539.064
Time For ../C_Boogies/LeikeHeizmann-WST2014-Ex5,2174.636
Time For ../C_Boogies/LeikeHeizmann-WST2014-Ex6,2037.125
Time For ../C_Boogies/Marbie1_false-no-overflow_false-termination,1510.107
Time For ../C_Boogies/Marbie2_false-no-overflow_false-termination,2736.871
Time For ../C_Boogies/Masse-VMCAI2014-Ex6,2192.888
Time For ../C_Boogies/Middle_false-no-overflow_false-termination,3582.77
Time For ../C_Boogies/NonTermination1,1763.064
Time For ../C_Boogies/NonTerminationSimple2,1749.052
Time For ../C_Boogies/NonTerminationSimple3,9.074
Time For ../C_Boogies/Overflow_false-no-overflow_true-termination,2751.906
Time For ../C_Boogies/Parallel,3201.464
Time For ../C_Boogies/PastaA10,3733.469
Time For ../C_Boogies/PastaA4,134.052
Time For ../C_Boogies/PastaA5_false-no-overflow_true-termination,2229.871
Time For ../C_Boogies/PastaA6_false-no-overflow_true-termination,109.959
Time For ../C_Boogies/PastaA7,2251.803
Time For ../C_Boogies/PastaA8_false-no-overflow_true-termination,66.299
Time For ../C_Boogies/PastaB11_false-no-overflow_true-termination,60.36
Time For ../C_Boogies/PastaB1,2173.641
Time For ../C_Boogies/PastaB2,54.97
Time For ../C_Boogies/PastaB4,67.102
Time For ../C_Boogies/PastaB6,35.554
Time For ../C_Boogies/PastaB7,2297.009
Time For ../C_Boogies/PastaC3,2684.263
Time For ../C_Boogies/PastaC7,57.165
Time For ../C_Boogies/PastaC7_false-no-overflow,92.906
Time For ../C_Boogies/PodelskiRybalchenko-TACAS2011-Fig1,36.367
Time For ../C_Boogies/Sunset,1407.917
Time For ../C_Boogies/TrueDiv_false-no-overflow_false-termination,2794.388
Time For ../C_Boogies/TwoFloatInterv,19.712
Time For ../C_Boogies/Urban-WST2013-Fig1,8.926
Time For ../C_Boogies/Waldkirch,37.734
Time For ../C_Boogies/WhileDecr,34.755
Time For ../C_Boogies/WhileIncr_false-no-overflow_false-termination,34.144
Time For ../C_Boogies/WhileIncrPart_false-no-overflow_false-termination,1519.362
Time For ../C_Boogies/WhilePart,8.975
Time For ../C_Boogies/WhileSingle,9.074
Time For ../C_Boogies/WhileTrueInc_false-no-overflow_false-termination,2727.113
,123397.461
